District,Location,House_Size,Bedrooms,Bathrooms,Area_sqft,Budget_BDT,Source
Dhaka,Hazaribag,Medium,3,3,1451,7255000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1194,5970000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1172,5860000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1662,11000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1640,12500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,4,3,1600,8500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1550,11500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1575,11500000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1182,6000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1450,11000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1150,4000000,Bangladesh_property_prices
Dhaka,Rampura,Small,2,2,950,5500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,3,3,2100,14000000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,4,1650,9785000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2075,30000000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,3218,27500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1553,11000000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,750,4500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,2,1200,8500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1553,10000005,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1305,9000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1500,8000000,Bangladesh_property_prices
Dhaka,Shantinagar,Medium,3,3,1365,11000000,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,872,4300000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1202,6500000,Bangladesh_property_prices
Dhaka,Uttara,Large,,,3640,44000000,Bangladesh_property_prices
Dhaka,Khilgaon,Small,2,2,900,4000000,Bangladesh_property_prices
Dhaka,Khilkhet,Medium,3,3,1100,4950000,Bangladesh_property_prices
Dhaka,Khilkhet,Medium,3,2,1100,4950000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,3,3,1350,9500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1350,8000000,Bangladesh_property_prices
Dhaka,UttarKhan,Large,,,2520,3600000,Bangladesh_property_prices
Dhaka,Maghbazar,Small,2,2,950,5800000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,2500,22000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1400,11000000,Bangladesh_property_prices
Dhaka,JatraBari,Small,,,900,8000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,4,3,1700,9200000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1350,11000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1085,5967500,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,855,4275000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1320,7200000,Bangladesh_property_prices
Dhaka,Mirpur,Large,3,4,2200,18500000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1100,5800000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,3,1550,8999000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1145,5450000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1270,8200000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1375,7000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,750,3600000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,2370,21000000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,2,1150,4300000,Bangladesh_property_prices
Dhaka,Savar,Medium,3,3,1250,4750000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1717,14500000,Bangladesh_property_prices
Dhaka,Kathalbagan,Medium,3,3,1295,9200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1700,11200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,3,2,850,3500000,Bangladesh_property_prices
Dhaka,Cantonment,Medium,3,3,1050,4600000,Bangladesh_property_prices
Dhaka,Cantonment,Small,2,2,720,3000000,Bangladesh_property_prices
Dhaka,Cantonment,Small,2,2,980,4500000,Bangladesh_property_prices
Dhaka,Cantonment,Medium,3,2,1000,3700000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1345,7500000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,750,4125000,Bangladesh_property_prices
Dhaka,Hazaribag,Small,2,2,850,4675000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,2,2,1050,5775000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1160,6500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1220,7000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1220,7500000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,4,3,1800,9000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,3,2,850,4000000,Bangladesh_property_prices
Dhaka,Kalabagan,Medium,3,3,1691,16500000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,2150,14500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1250,9600000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1110,7000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1600,14500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,4,1310,7350000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,785,4000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1050,5700000,Bangladesh_property_prices
Dhaka,Hatirpool,Medium,3,3,1600,12000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1000,3700000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1000,3100000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,4,1300,10700000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,3,1300,10500000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,3,1123,8761000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1500,10290000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1350,9345000,Bangladesh_property_prices
Dhaka,Adabor,Large,3,3,2108,15656000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1500,10500000,Bangladesh_property_prices
Dhaka,Adabor,Medium,3,2,1217,9419000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,,,4025,68425000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1350,9345000,Bangladesh_property_prices
Dhaka,Cantonment,Medium,3,3,1515,7500000,Bangladesh_property_prices
Dhaka,Shantinagar,Medium,3,4,1495,12200000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1482,8500000,Bangladesh_property_prices
Dhaka,Banasree,Small,3,2,950,3600000,Bangladesh_property_prices
Dhaka,Banasree,Small,3,2,950,4500000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,975,4887500,Bangladesh_property_prices
Dhaka,Banasree,Small,3,2,950,4300000,Bangladesh_property_prices
Dhaka,Maghbazar,Small,3,2,965,7000000,Bangladesh_property_prices
Dhaka,Khilkhet,Medium,3,3,1150,5000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,4,1535,16000000,Bangladesh_property_prices
Dhaka,Baridhara,Large,3,3,2600,50000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,3640,27500000,Bangladesh_property_prices
Dhaka,Cantonment,Small,2,1,450,1600000,Bangladesh_property_prices
Dhaka,Shegunbagicha,Medium,3,3,1549,12000000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,5,3,1700,8000000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,2170,17500000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,3,2,1200,6999999,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1200,6800000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1000,5500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1200,7200000,Bangladesh_property_prices
Dhaka,Bangshal,Small,2,2,750,3000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,3640,37500000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,3,1425,8200000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,3,1425,8000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,,,4320,28200000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,,,4368,28200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1250,9000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1500,12000000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,2,1300,7000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1080,3800000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1100,5170000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1390,13000000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,950,7000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2500,41250000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1485,8167000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1200,10000000,Bangladesh_property_prices
Dhaka,Banasree,Small,2,2,900,5500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Large,5,5,2810,23180000,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,3,1258,6500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1500,14000000,Bangladesh_property_prices
Dhaka,Shahjahanpur,Medium,3,3,1257,6913500,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1170,5500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1100,5500000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1654,8200000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,2,1250,4800000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,4,4,1470,11000000,Bangladesh_property_prices
Dhaka,Mugdapara,Medium,3,3,1250,6250000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,1900,13000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1670,9500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1150,3200000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,3,2365,23000000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,2,1100,9000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1131,6500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1260,6000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1500,10500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1600,12500000,Bangladesh_property_prices
Dhaka,Uttara,Large,3,3,2000,20000000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1750,14000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1350,7200000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,975,5000000,Bangladesh_property_prices
Dhaka,Rampura,Small,2,2,890,4000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,878,4600000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,850,4300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1120,6000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1553,10000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,2,1500,8600000,Bangladesh_property_prices
Dhaka,Shiddheswari,Medium,3,3,1365,9700000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,3,1263,9000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,2880,27000000,Bangladesh_property_prices
Dhaka,Bashabo,Small,2,2,865,4000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,650,2600000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,2,1303,4000000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,2,1303,4200000,Bangladesh_property_prices
Dhaka,Uttara,Medium,2,3,1500,7000000,Bangladesh_property_prices
Dhaka,Sutrapur,Small,2,1,635,3175000,Bangladesh_property_prices
Dhaka,Sutrapur,Small,2,2,611,3055000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,4,1250,14000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,3640,32500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1450,10000000,Bangladesh_property_prices
Dhaka,Sutrapur,Small,2,2,703,3515000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1635,11500000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1350,10105000,Bangladesh_property_prices
Dhaka,Niketan,Large,4,4,2800,25000000,Bangladesh_property_prices
Dhaka,Sutrapur,Medium,3,3,1257,10000000,Bangladesh_property_prices
Dhaka,Savar,Medium,,,1456,3500000,Bangladesh_property_prices
Dhaka,Savar,Large,,,4368,6000000,Bangladesh_property_prices
Dhaka,BaridharaDOHS,Medium,3,3,1300,15000000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,4,4,1755,10200000,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,4,5,1760,10500000,Bangladesh_property_prices
Dhaka,Rampura,Medium,3,3,1120,7100000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,840,4700000,Bangladesh_property_prices
Dhaka,JatraBari,Small,2,2,870,3150000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1264,6300000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1600,8000000,Bangladesh_property_prices
Dhaka,Motijheel,Small,2,2,632,4424000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,4,1733,21000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1140,4800000,Bangladesh_property_prices
Dhaka,Eskaton,Large,4,4,2960,27500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,4,1560,10000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,750,3000000,Bangladesh_property_prices
Dhaka,Maghbazar,Small,2,2,800,4000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1298,6490000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1234,6787000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1650,6435000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1000,5500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Large,2,2,3600,55600000,Bangladesh_property_prices
Dhaka,Badda,Small,3,3,950,4750000,Bangladesh_property_prices
Dhaka,Uttara,Medium,4,4,1780,11200000,Bangladesh_property_prices
Dhaka,Cantonment,Small,2,2,800,3600000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,3,1372,7200000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1150,5700000,Bangladesh_property_prices
Dhaka,Badda,Small,3,3,922,4610000,Bangladesh_property_prices
Dhaka,Tejgaon,Medium,3,4,1741,20000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1150,8500000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1200,6160000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1220,4800000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1250,6200000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1606,11000000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,950,4500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,2,2,1066,4500000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,2,1313,4200000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,2,1075,8500000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,2,1313,4000000,Bangladesh_property_prices
Dhaka,Shantinagar,Large,4,4,2080,14000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,4,1717,12500000,Bangladesh_property_prices
Dhaka,Malibagh,Medium,2,2,1100,6000000,Bangladesh_property_prices
Dhaka,Lalbagh,Medium,3,2,1000,5500000,Bangladesh_property_prices
Dhaka,Motijheel,Medium,3,3,1300,12000000,Bangladesh_property_prices
Dhaka,Gulshan,Large,4,3,3011,45000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1250,6300000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,2,900,4500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1370,6000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,3,1054,6000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1220,5000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,3100,51680000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,3030,50574000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,2929,48978200,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,3096,51616800,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,3151,52485800,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,3100,51680000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,2929,58978200,Bangladesh_property_prices
Dhaka,Mohakhali,Small,2,2,775,5200000,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,3,1168,6424000,Bangladesh_property_prices
Dhaka,Eskaton,Medium,3,3,1650,13500000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,3,2984,49847200,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,3,1133,6231500,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1700,9100000,Bangladesh_property_prices
Dhaka,Gulshan,Large,3,3,1950,31200000,Bangladesh_property_prices
Dhaka,Paribagh,Large,3,4,2000,11000000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,2,1095,4500000,Bangladesh_property_prices
Dhaka,Banani,Large,3,3,2301,25000000,Bangladesh_property_prices
Dhaka,Shyampur,Small,2,1,700,2800000,Bangladesh_property_prices
Dhaka,Badda,Small,2,2,650,2800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1800,9000000,Bangladesh_property_prices
Dhaka,BashundharaR-A,Medium,3,3,1400,12000000,Bangladesh_property_prices
Dhaka,Maghbazar,Small,2,2,800,5000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,5096,45000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,3640,32000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,3640,31000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,5400,57000000,Bangladesh_property_prices
Dhaka,Shyampur,Medium,3,3,1155,4620000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,2,2,1055,8000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1400,10000000,Bangladesh_property_prices
Dhaka,Dhanmondi,Large,3,4,1842,25788000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,5096,78000000,Bangladesh_property_prices
Dhaka,BaridharaDOHS,Medium,3,3,1300,11000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,3,2,960,3456000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1106,3981600,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1110,3996000,Bangladesh_property_prices
Dhaka,Adabor,Small,2,2,950,5500000,Bangladesh_property_prices
Dhaka,Adabor,Small,2,2,950,6000000,Bangladesh_property_prices
Dhaka,Adabor,Small,2,2,920,5000000,Bangladesh_property_prices
Dhaka,Eskaton,Large,4,4,1950,21400000,Bangladesh_property_prices
Dhaka,Eskaton,Large,3,4,1885,20700000,Bangladesh_property_prices
Dhaka,Banasree,Large,3,4,2100,16500000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,2,2,1050,6650999,Bangladesh_property_prices
Dhaka,Maghbazar,Medium,3,3,1080,10000000,Bangladesh_property_prices
Dhaka,Hazaribag,Medium,3,4,1719,12600000,Bangladesh_property_prices
Dhaka,Mirpur,Small,2,2,810,4000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,4,3,1370,6000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,3,1150,6300000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,2,1050,5600000,Bangladesh_property_prices
Dhaka,Cantonment,Medium,3,3,1275,5737500,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1450,7250000,Bangladesh_property_prices
Dhaka,Khilgaon,Medium,3,2,1200,6000000,Bangladesh_property_prices
Dhaka,Badda,Large,,,7560,75000000,Bangladesh_property_prices
Dhaka,Cantonment,Medium,3,3,1250,6250000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1050,4800000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1200,5220000,Bangladesh_property_prices
Dhaka,Uttara,Large,,,2184,28500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,730,4500000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1350,8020000,Bangladesh_property_prices
Dhaka,Bashabo,Medium,3,3,1500,6000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,720,4450000,Bangladesh_property_prices
Dhaka,Dhanmondi,Medium,3,3,1719,18000000,Bangladesh_property_prices
Dhaka,Shyamoli,Medium,3,2,1055,5500000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1200,7000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,2,2,825,2800000,Bangladesh_property_prices
Dhaka,Uttara,Small,2,2,950,4800000,Bangladesh_property_prices
Dhaka,AftabNagar,Medium,,,1800,15000000,Bangladesh_property_prices
Dhaka,AftabNagar,Large,,,2520,21700000,Bangladesh_property_prices
Dhaka,Agargaon,Medium,3,3,1250,6500000,Bangladesh_property_prices
Dhaka,Kamrangirchar,Large,,,3240,20000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1100,8000000,Bangladesh_property_prices
Dhaka,Mohammadpur,Small,3,3,796,4600000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,4,4,1750,9300000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,2,1080,5000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,4,1548,12000000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1507,13000000,Bangladesh_property_prices
Dhaka,Purbachal,Large,,,2912,31000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1425,6000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,3,3,1425,6300000,Bangladesh_property_prices
Dhaka,Uttara,Medium,3,3,1720,13400000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1200,5850000,Bangladesh_property_prices
Dhaka,JatraBari,Small,2,2,800,3600000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,2,1130,6200000,Bangladesh_property_prices
Dhaka,Mohammadpur,Medium,3,3,1200,4000000,Bangladesh_property_prices
Dhaka,Uttara,Large,4,4,2200,15000000,Bangladesh_property_prices
Dhaka,JatraBari,Small,2,2,700,3100000,Bangladesh_property_prices
Dhaka,Mirpur,Small,3,3,970,4462000,Bangladesh_property_prices
Dhaka,Shiddheswari,Medium,3,4,1625,12000000,Bangladesh_property_prices
Dhaka,Mirpur,Medium,4,3,1365,7000000,Bangladesh_property_prices
Dhaka,Banasree,Medium,3,4,1725,9500000,Bangladesh_property_prices
Dhaka,DakshinKhan,Medium,3,4,1560,7200000,Bangladesh_property_prices
Dhaka,JatraBari,Medium,3,3,1078,5320800,Bangladesh_property_prices
Dhaka,Shegunbagicha,Medium,3,3,1590,17000000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1170,5265000,Bangladesh_property_prices
Dhaka,Badda,Medium,3,3,1350,7000000,Bangladesh_property_prices
Dhaka,Kachukhet,Medium,3,3,1320,6336000,Bangladesh_property_prices
Dhaka,Kachukhet,Medium,3,3,1235,5928000,Bangladesh_property_prices
Dhaka,Kachukhet,Medium,3,3,1445,6936000,Bangladesh_property_prices
Dhaka,Shyampur,Large,,,5400,29000000,Bangladesh_property_prices
